replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
58;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.126454545454545;0.78735632183908;0.580645161290323;96;591;4.69932432432432;4.07316137781348;24;0.4;0.615384615384615;-0.00322263636363637
59;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.113181818181818;0.781526104417671;0.777777777777778;2;544;4.57720588235294;3.96961646695565;2;0.8;0.774193548387097;0.0234982090909091
60;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.149272727272727;0.80694275274056;0.702127659574468;27;634;5.17981072555205;4.33222791393055;7;0.923076923076923;0.617647058823529;0.0136092545454545
61;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.113090909090909;0.766881028938907;0.7;39;580;4.28965517241379;3.69216366715268;10;0.75;0.692307692307692;0.0205662363636364
62;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.124909090909091;0.787481804949054;0.675;6;584;4.70547945205479;4.55989963146788;4;1;0.628571428571429;0.0224572727272727
63;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.135363636363636;0.795836131631968;0.58974358974359;37;608;4.89802631578947;4.74631655541323;11;1;0.5;0.0298211090909091
64;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.103636363636364;0.771052631578947;0.66;49;522;4.36781609195402;4.04051103735293;15;0.8;0.644444444444444;-0.0123747181818182
65;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.152090909090909;0.814217443249701;0.675675675675676;25;621;5.37942122186495;5.06385939003047;3;0.6;0.6875;0.00626670909090909
66;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.165363636363636;0.806487080813634;0.673913043478261;6;704;5.16761363636364;4.4212355969315;3;0.75;0.657894736842105;-0.00423427272727273
67;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.135818181818182;0.811118553248493;0.659090909090909;22;565;5.2791519434629;4.43029024090694;9;0.857142857142857;0.621621621621622;-0.0119704636363636
