replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
27;Y ~ X1 + X2;0.2;1;1;1;1;0.677545454545455;0.978931830381106;0.956489945155393;22;315;47.1708860759494;43.5274557234585;1;0.978641840087623;0.911991199119912;0.160563090909091
28;Y ~ X1 + X2;0.2;1;1;1;1;0.659181818181818;0.979451110191698;0.958671586715867;3;298;48.6644295302013;62.5483176192889;1;0.982202447163515;0.912280701754386;-0.220616518181818
29;Y ~ X1 + X2;0.2;1;1;1;1;0.699909090909091;0.981034034814237;0.960223048327138;107;293;52.3741496598639;47.0667277535788;9;0.980245595301655;0.914320685434517;0.0690673909090909
30;Y ~ X1 + X2;0.2;1;1;1;1;0.656363636363636;0.979498545504918;0.957301758162899;32;297;48.4563758389262;47.4043109029349;5;0.979074889867841;0.916580844490216;0.198330645454545
31;Y ~ X1 + X2;0.2;1;1;1;1;0.654909090909091;0.980011104941699;0.960188201230546;36;288;50.0277777777778;52.3443339142767;4;0.980099502487562;0.922431865828092;0.204339772727273
32;Y ~ X1 + X2;0.2;1;1;1;1;0.716636363636364;0.981098566535583;0.959469153515065;6;298;52.9060402684564;51.3547995443621;1;0.980516317584023;0.900680272108843;0.187129981818182
33;Y ~ X1 + X2;0.2;1;1;1;1;0.706727272727273;0.978129422359449;0.949839914621131;58;341;45.4619883040936;49.0583387961227;8;0.978456913827655;0.879754601226994;-0.0504675636363636
34;Y ~ X1 + X2;0.2;1;1;1;1;0.701;0.980025940337224;0.957725947521866;3;309;49.7483870967742;53.3760967889243;1;0.980648535564854;0.905048076923077;-0.0450514636363637
35;Y ~ X1 + X2;0.2;1;1;1;1;0.648545454545455;0.978129819150428;0.959066427289048;249;313;45.4394904458599;45.7474025575697;7;0.975569128262077;0.928861788617886;-0.0547907636363636
36;Y ~ X1 + X2;0.2;1;1;1;1;0.702272727272727;0.979546925566343;0.962285287528006;35;316;48.5849056603774;52.7281422573256;2;0.978063135366506;0.925834363411619;-0.205063581818182
37;Y ~ X1 + X2;0.2;1;1;1;1;0.696363636363636;0.981068024546285;0.967494521548576;4;291;52.4657534246575;62.8918244106839;2;0.980546792849632;0.937799043062201;0.0583317545454546
38;Y ~ X1 + X2;0.2;1;1;1;1;0.637545454545455;0.977609811751283;0.956241032998565;20;315;44.3860759493671;44.5180453905545;4;0.973639932697701;0.925373134328358;0.0938448
39;Y ~ X1 + X2;0.2;1;1;1;1;0.680909090909091;0.978771695594125;0.956743002544529;72;318;47.1069182389937;50.6480273392166;1;0.975741239892183;0.917410714285714;0.110258418181818
