replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
65;Y ~ X1 + X2;0.5;1;300;1;1;0.134;0.908474576271186;0.970588235294118;9;269;10.9185185185185;8.89243503062622;2;1;0.966666666666667;0.128094754545455
66;Y ~ X1 + X2;0.5;1;300;1;1;0.458454545454545;0.918302597660123;0.918918918918919;12;824;12.2402912621359;12.0694675371488;1;0.894736842105263;0.944444444444444;-0.0962249636363636
67;Y ~ X1 + X2;0.5;1;300;1;1;0.112727272727273;0.905645161290323;0.857142857142857;3631;234;10.5982905982906;10.0807599510497;446;1;0.838709677419355;-0.109185609090909
68;Y ~ X1 + X2;0.5;1;300;1;1;0.493909090909091;0.792341678939617;0.78125;2;2257;4.81222320637733;4.14435779398966;2;0.736842105263158;0.846153846153846;-0.1996693
69;Y ~ X1 + X2;0.5;1;300;1;1;0.656090909090909;0.861973392461197;0.7;10;1993;7.23871614844534;6.36736672358681;3;0.72;0.6;0.214018990909091
70;Y ~ X1 + X2;0.5;1;300;1;1;0.409818181818182;0.762369647215443;0.615384615384615;9;2143;4.20522388059702;3.43172037201976;3;0.5;0.714285714285714;-0.203713845454545
71;Y ~ X1 + X2;0.5;1;300;1;1;0.458545454545455;0.916931007137193;0.842105263157895;3;838;12.0381861575179;11.4197207313702;1;0.823529411764706;0.857142857142857;0.142786036363636
72;Y ~ X1 + X2;0.5;1;300;1;1;0.637454545454545;0.852538505419281;0.756756756756757;9;2068;6.77487922705314;6.27963356708419;2;0.833333333333333;0.615384615384615;0.192699381818182
73;Y ~ X1 + X2;0.5;1;300;1;1;0.337090909090909;0.735706580366775;0.851851851851852;13;1960;3.78367346938776;3.33246922711267;3;0.857142857142857;0.846153846153846;0.206971536363636
74;Y ~ X1 + X2;0.5;1;300;1;1;0.405636363636364;0.919542805916629;0.916666666666667;403;718;12.4289693593315;11.7827089863799;52;0.933333333333333;0.904761904761905;-0.0632285454545455
75;Y ~ X1 + X2;0.5;1;300;1;1;0.528090909090909;0.914443105525908;0.939393939393939;1;994;11.6881287726358;11.1080343597876;1;0.923076923076923;0.95;0.0710106
76;Y ~ X1 + X2;0.5;1;300;1;1;0.652727272727273;0.91126897896643;0.870967741935484;219;1275;11.2539184952978;11.2455723157695;22;0.952380952380952;0.7;0.165636118181818
77;Y ~ X1 + X2;0.5;1;300;1;1;0.274636363636364;0.917273328921244;0.853658536585366;11;499;12.084;11.2555628370649;2;1;0.8;-0.189271609090909
78;Y ~ X1 + X2;0.5;1;300;1;1;0.652545454545455;0.919894120925049;0.837209302325581;2;1150;12.4834782608696;11.7082413158379;1;0.863636363636364;0.80952380952381;-0.169298781818182
79;Y ~ X1 + X2;0.5;1;300;1;1;0.302272727272727;0.91187969924812;0.864864864864865;7;586;11.3481228668942;10.5467795947611;1;1;0.833333333333333;0.101140118181818
80;Y ~ X1 + X2;0.5;1;300;1;1;0.322636363636364;0.914881623449831;0.880952380952381;1;605;11.7128712871287;13.1032602739884;1;1;0.827586206896552;-0.141758063636364
81;Y ~ X1 + X2;0.5;1;300;1;1;0.516363636363636;0.916901408450704;0.918918918918919;539;944;12.0338983050847;12.3253366191435;62;0.823529411764706;1;0.0671737272727273
82;Y ~ X1 + X2;0.5;1;300;1;1;0.680363636363636;0.895644040619989;0.833333333333333;1;1562;9.58258642765685;8.97545964649823;1;0.888888888888889;0.666666666666667;0.182259936363636
83;Y ~ X1 + X2;0.5;1;300;1;1;0.250909090909091;0.922073214932947;0.945945945945946;1;431;12.7777777777778;11.4040656424932;1;0.818181818181818;1;0.0850724909090909
84;Y ~ X1 + X2;0.5;1;300;1;1;0.393818181818182;0.921496190256292;0.90625;3;681;12.7038123167155;12.2890535992269;2;0.923076923076923;0.894736842105263;-0.153697990909091
85;Y ~ X1 + X2;0.5;1;300;1;1;0.187909090909091;0.911025145067698;0.909090909090909;2;367;11.2950819672131;9.5405627882961;2;1;0.896551724137931;-0.163163381818182
